"District 
Code","Constituency
Code",Polling Station Code,No. of Electors*,"Main
CS?","Small 
PS?",08:30,09:30,10:30,11:30,12:30,13:30,14:30,15:30,16:30,17:30,18:30,19:30,20:30,21:30,22:30
G,G12,G1201,"6,364 ",Y,N,162 ,511 ,641 ,982 ,"1,264 ","1,569 ","1,803 ","2,060 ","2,284 ","2,502 ","2,764 ","2,995 ","3,221 ","3,422 ","3,653 "
G,G13,G1301,"5,459 ",Y,N,196 ,453 ,638 ,980 ,"1,224 ","1,399 ","1,589 ","1,817 ","2,007 ","2,196 ","2,413 ","2,583 ","2,736 ","2,864 ","2,994 "
G,G14,G1401,"7,763 ",Y,N,135 ,319 ,535 ,861 ,"1,143 ","1,324 ","1,525 ","1,747 ","1,969 ","2,219 ","2,445 ","2,651 ","2,854 ","3,088 ","3,272 "
G,G15,G1501,"5,330 ",Y,N,59 ,157 ,350 ,574 ,724 ,838 ,963 ,"1,095 ","1,231 ","1,371 ","1,507 ","1,633 ","1,765 ","1,883 ","1,983 "
G,G16,G1601,"5,923 ",Y,N,91 ,279 ,448 ,668 ,868 ,"1,057 ","1,291 ","1,496 ","1,697 ","1,872 ","2,038 ","2,254 ","2,454 ","2,624 ","2,784 "
G,G17,G1701,"4,397 ",N,N,45 ,134 ,261 ,477 ,683 ,849 ,"1,007 ","1,226 ","1,406 ","1,555 ","1,726 ","1,918 ","2,066 ","2,284 ","2,486 "
G,G17,G1702,"2,732 ",Y,N,38 ,112 ,189 ,347 ,439 ,497 ,573 ,645 ,740 ,824 ,910 ,980 ,"1,067 ","1,174 ","1,240 "
G,G18,G1801,"9,119 ",Y,N,75 ,304 ,496 ,941 ,"1,293 ","1,623 ","2,034 ","2,401 ","2,786 ","3,039 ","3,352 ","3,723 ","4,090 ","4,544 ","5,031 "
G,G19,G1901,"8,508 ",Y,N,53 ,240 ,436 ,778 ,"1,020 ","1,389 ","1,747 ","2,060 ","2,423 ","2,678 ","2,904 ","3,200 ","3,514 ","3,857 ","4,243 "
G,G20,G2001,"8,133 ",Y,N,46 ,214 ,496 ,884 ,"1,173 ","1,483 ","1,762 ","2,013 ","2,294 ","2,556 ","2,822 ","3,077 ","3,300 ","3,569 ","3,784 "
G,G21,G2101,"5,341 ",Y,N,89 ,339 ,478 ,919 ,"1,112 ","1,282 ","1,433 ","1,653 ","1,883 ","2,093 ","2,233 ","2,380 ","2,549 ","2,670 ","2,776 "
G,G23,G2301,"8,825 ",Y,N,102 ,301 ,557 ,931 ,"1,232 ","1,471 ","1,791 ","2,080 ","2,383 ","2,721 ","3,044 ","3,355 ","3,688 ","3,991 ","4,410 "
G,G24,G2401,"9,161 ",Y,N,128 ,381 ,713 ,"1,110 ","1,461 ","1,739 ","2,014 ","2,354 ","2,695 ","3,040 ","3,380 ","3,676 ","4,014 ","4,339 ","4,650 "
H,H01,H0101,"7,646 ",Y,N,73 ,286 ,511 ,800 ,"1,072 ","1,291 ","1,526 ","1,759 ","1,953 ","2,198 ","2,453 ","2,655 ","2,809 ","3,016 ","3,228 "
H,H02,H0201,"8,497 ",Y,N,120 ,368 ,654 ,"1,057 ","1,527 ","1,682 ","1,906 ","2,201 ","2,448 ","2,734 ","3,018 ","3,278 ","3,539 ","3,798 ","4,029 "
H,H03,H0301,"11,566 ",Y,N,130 ,440 ,733 ,"1,256 ","1,603 ","1,845 ","2,181 ","2,501 ","2,852 ","3,158 ","3,443 ","3,721 ","3,992 ","4,278 ","4,548 "
H,H04,H0401,"6,273 ",Y,N,68 ,237 ,424 ,710 ,929 ,"1,187 ","1,408 ","1,625 ","1,864 ","2,073 ","2,281 ","2,525 ","2,726 ","2,917 ","3,140 "
H,H05,H0501,"11,244 ",Y,N,182 ,564 ,829 ,"1,336 ","1,751 ","2,055 ","2,446 ","2,799 ","3,163 ","3,497 ","3,835 ","4,134 ","4,427 ","4,743 ","5,053 "
H,H06,H0601,"7,655 ",Y,N,96 ,266 ,505 ,844 ,"1,185 ","1,498 ","1,812 ","2,131 ","2,401 ","2,669 ","2,951 ","3,212 ","3,467 ","3,770 ","4,085 "
H,H06,H0602,"4,145 ",N,N,48 ,111 ,192 ,384 ,525 ,661 ,804 ,955 ,"1,098 ","1,245 ","1,413 ","1,582 ","1,700 ","1,889 ","2,046 "
H,H07,H0701,"4,560 ",Y,N,71 ,182 ,317 ,533 ,681 ,784 ,921 ,"1,076 ","1,197 ","1,327 ","1,434 ","1,557 ","1,691 ","1,804 ","1,907 "
H,H07,H0702,"5,998 ",N,N,50 ,182 ,345 ,553 ,733 ,897 ,"1,099 ","1,290 ","1,442 ","1,646 ","1,840 ","2,026 ","2,207 ","2,392 ","2,596 "
H,H08,H0801,"9,847 ",Y,N,150 ,458 ,821 ,"1,227 ","1,517 ","1,784 ","2,100 ","2,366 ","2,623 ","2,914 ","3,195 ","3,448 ","3,684 ","3,955 ","4,218 "
H,H09,H0901,"9,731 ",Y,N,133 ,460 ,848 ,"1,267 ","1,606 ","1,885 ","2,171 ","2,420 ","2,709 ","3,155 ","3,399 ","3,706 ","3,984 ","4,251 ","4,543 "
H,H10,H1001,"8,798 ",Y,N,87 ,255 ,498 ,808 ,"1,062 ","1,270 ","1,482 ","1,701 ","1,927 ","2,187 ","2,467 ","2,648 ","2,847 ","3,051 ","3,251 "
H,H12,H1201,"5,754 ",Y,N,131 ,317 ,554 ,790 ,"1,010 ","1,225 ","1,447 ","1,660 ","1,871 ","2,119 ","2,371 ","2,567 ","2,752 ","2,973 ","3,148 "
H,H12,H1202,"3,911 ",N,N,28 ,121 ,234 ,384 ,513 ,655 ,793 ,913 ,"1,040 ","1,184 ","1,337 ","1,502 ","1,617 ","1,775 ","1,903 "
H,H13,H1301,"4,969 ",Y,N,82 ,203 ,393 ,541 ,672 ,818 ,949 ,"1,088 ","1,231 ","1,355 ","1,498 ","1,639 ","1,750 ","1,873 ","2,019 "
H,H13,H1302,"7,195 ",N,N,170 ,429 ,671 ,913 ,"1,219 ","1,475 ","1,727 ","1,994 ","2,241 ","2,473 ","2,711 ","2,966 ","3,193 ","3,425 ","3,709 "
H,H14,H1401,"4,647 ",N,N,86 ,297 ,471 ,742 ,917 ,"1,074 ","1,210 ","1,361 ","1,492 ","1,637 ","1,765 ","1,890 ","1,993 ","2,106 ","2,198 "
H,H14,H1402,"3,919 ",Y,N,71 ,178 ,309 ,488 ,623 ,754 ,914 ,"1,042 ","1,192 ","1,317 ","1,464 ","1,592 ","1,727 ","1,877 ","2,003 "
H,H15,H1501,"11,141 ",Y,N,134 ,331 ,659 ,"1,029 ","1,329 ","1,600 ","1,867 ","2,154 ","2,462 ","2,789 ","3,069 ","3,373 ","3,586 ","3,853 ","4,104 "
H,H16,H1601,"11,423 ",Y,N,335 ,723 ,"1,220 ","1,671 ","2,150 ","2,543 ","2,869 ","3,330 ","3,720 ","4,126 ","4,510 ","4,882 ","5,272 ","5,724 ","6,081 "
H,H17,H1701,"11,297 ",Y,N,140 ,411 ,752 ,"1,122 ","1,536 ","1,931 ","2,316 ","2,696 ","3,042 ","3,372 ","3,780 ","4,086 ","4,459 ","4,873 ","5,349 "
H,H19,H1901,"10,475 ",Y,N,120 ,426 ,758 ,"1,145 ","1,495 ","1,820 ","2,123 ","2,427 ","2,747 ","3,088 ","3,436 ","3,711 ","4,012 ","4,382 ","4,819 "
H,H20,H2001,"7,359 ",Y,N,141 ,323 ,481 ,879 ,"1,195 ","1,520 ","1,862 ","2,195 ","2,473 ","2,780 ","3,108 ","3,328 ","3,600 ","3,891 ","4,106 "
H,H20,H2002,"4,995 ",N,N,61 ,180 ,307 ,516 ,799 ,874 ,"1,010 ","1,183 ","1,353 ","1,530 ","1,679 ","1,805 ","1,935 ","2,060 ","2,232 "
H,H21,H2101,"7,014 ",Y,N,106 ,309 ,527 ,892 ,"1,193 ","1,515 ","1,805 ","2,053 ","2,316 ","2,549 ","2,835 ","3,084 ","3,336 ","3,632 ","3,918 "
H,H22,H2201,"7,360 ",Y,N,118 ,353 ,647 ,"1,057 ","1,341 ","1,601 ","1,879 ","2,162 ","2,357 ","2,602 ","2,847 ","3,113 ","3,403 ","3,594 ","3,797 "
H,H23,H2301,"8,581 ",Y,N,145 ,385 ,769 ,"1,190 ","1,517 ","1,748 ","2,063 ","2,358 ","2,654 ","2,937 ","3,270 ","3,567 ","3,853 ","4,197 ","4,545 "
H,H24,H2401,"5,481 ",N,N,68 ,212 ,340 ,579 ,775 ,971 ,"1,160 ","1,350 ","1,528 ","1,730 ","1,927 ","2,132 ","2,280 ","2,453 ","2,623 "
H,H24,H2402,"3,157 ",Y,N,73 ,208 ,320 ,455 ,571 ,689 ,817 ,921 ,"1,061 ","1,153 ","1,264 ","1,359 ","1,440 ","1,523 ","1,596 "
H,H25,H2501,"9,118 ",Y,N,124 ,455 ,758 ,"1,301 ","1,740 ","2,108 ","2,433 ","2,769 ","3,084 ","3,416 ","3,735 ","4,029 ","4,297 ","4,532 ","4,612 "
J,J03,J0301,"8,305 ",Y,N,203 ,505 ,812 ,"1,263 ","1,558 ","1,830 ","2,135 ","2,418 ","2,682 ","2,912 ","3,173 ","3,424 ","3,635 ","3,838 ","4,007 "
J,J04,J0401,"10,389 ",Y,N,165 ,475 ,755 ,"1,254 ","1,798 ","2,143 ","2,472 ","2,922 ","3,350 ","3,800 ","4,176 ","4,553 ","4,935 ","5,375 ","5,798 "
J,J07,J0701,"5,018 ",Y,N,78 ,233 ,363 ,627 ,799 ,915 ,"1,049 ","1,193 ","1,325 ","1,506 ","1,660 ","1,798 ","1,950 ","2,114 ","2,257 "
J,J07,J0702,"4,098 ",N,N,64 ,233 ,370 ,571 ,696 ,824 ,944 ,"1,071 ","1,188 ","1,291 ","1,437 ","1,536 ","1,641 ","1,752 ","1,848 "
J,J08,J0801,"11,453 ",Y,N,101 ,486 ,919 ,"1,469 ","1,910 ","2,261 ","2,676 ","3,012 ","3,368 ","3,794 ","4,125 ","4,516 ","4,884 ","5,266 ","5,683 "
J,J10,J1001,"7,635 ",Y,N,145 ,453 ,819 ,"1,197 ","1,530 ","1,771 ","2,039 ","2,319 ","2,576 ","2,814 ","3,076 ","3,301 ","3,537 ","3,746 ","3,908 "
J,J11,J1101,"10,966 ",Y,N,182 ,611 ,967 ,"1,441 ","1,844 ","2,176 ","2,529 ","2,858 ","3,203 ","3,483 ","3,797 ","4,138 ","4,528 ","4,819 ","5,167 "
J,J13,J1301,"6,611 ",Y,N,113 ,311 ,540 ,770 ,"1,010 ","1,231 ","1,485 ","1,690 ","1,905 ","2,098 ","2,339 ","2,576 ","2,772 ","2,990 ","3,245 "
J,J13,J1302,"5,213 ",N,N,74 ,223 ,398 ,607 ,806 ,967 ,"1,127 ","1,343 ","1,508 ","1,680 ","1,867 ","2,052 ","2,215 ","2,384 ","2,601 "
J,J14,J1401,"4,884 ",Y,N,135 ,328 ,521 ,697 ,863 ,985 ,"1,135 ","1,263 ","1,385 ","1,539 ","1,697 ","1,878 ","2,094 ","2,271 ","2,441 "
J,J14,J1402,"2,337 ",N,N,35 ,110 ,174 ,274 ,343 ,403 ,458 ,513 ,587 ,644 ,719 ,787 ,873 ,948 ,"1,014 "
J,J16,J1601,"10,983 ",Y,N,118 ,411 ,759 ,"1,114 ","1,494 ","1,814 ","2,129 ","2,449 ","2,782 ","3,091 ","3,435 ","3,728 ","4,028 ","4,331 ","4,635 "
J,J17,J1701,"3,325 ",Y,N,75 ,195 ,276 ,446 ,542 ,630 ,704 ,787 ,854 ,945 ,"1,050 ","1,125 ","1,228 ","1,330 ","1,418 "
J,J17,J1702,"7,409 ",N,N,104 ,279 ,460 ,791 ,"1,010 ","1,246 ","1,584 ","1,699 ","1,917 ","2,141 ","2,343 ","2,523 ","2,713 ","2,940 ","3,180 "
J,J19,J1901,"10,487 ",Y,N,86 ,386 ,727 ,"1,196 ","1,482 ","1,782 ","2,069 ","2,297 ","2,618 ","2,942 ","3,261 ","3,537 ","3,773 ","4,097 ","4,435 "
J,J20,J2001,"8,861 ",Y,N,94 ,320 ,599 ,941 ,"1,254 ","1,532 ","1,773 ","2,111 ","2,427 ","2,761 ","3,076 ","3,376 ","3,647 ","3,981 ","4,368 "
J,J22,J2201,"8,362 ",Y,N,91 ,334 ,630 ,847 ,"1,111 ","1,306 ","1,513 ","1,704 ","1,925 ","2,199 ","2,448 ","2,700 ","2,921 ","3,256 ","3,527 "
J,J23,J2301,"10,413 ",Y,N,144 ,451 ,697 ,"1,233 ","1,673 ","2,078 ","2,486 ","2,948 ","3,316 ","3,729 ","4,166 ","4,657 ","5,019 ","5,252 ","5,599 "
J,J25,J2501,"11,582 ",Y,N,132 ,436 ,821 ,"1,453 ","2,044 ","2,554 ","3,185 ","3,788 ","4,371 ","4,859 ","5,344 ","5,782 ","6,283 ","6,841 ","7,383 "
J,J26,J2601,"10,712 ",Y,N,74 ,237 ,494 ,911 ,"1,334 ","1,651 ","2,204 ","2,560 ","2,953 ","3,277 ","3,598 ","3,903 ","4,266 ","4,692 ","5,029 "
J,J27,J2701,"11,868 ",Y,N,158 ,530 ,907 ,"1,303 ","1,647 ","1,947 ","2,268 ","2,571 ","2,895 ","3,199 ","3,540 ","3,817 ","4,077 ","4,364 ","4,665 "
J,J28,J2801,"9,029 ",Y,N,124 ,309 ,563 ,859 ,"1,137 ","1,410 ","1,689 ","1,964 ","2,206 ","2,493 ","2,794 ","3,040 ","3,266 ","3,535 ","3,846 "
J,J29,J2901,"7,392 ",Y,N,140 ,399 ,590 ,949 ,"1,192 ","1,419 ","1,651 ","1,866 ","2,087 ","2,316 ","2,586 ","2,811 ","3,045 ","3,310 ","3,530 "
J,J30,J3001,"4,292 ",N,N,155 ,360 ,499 ,671 ,806 ,895 ,993 ,"1,094 ","1,215 ","1,342 ","1,443 ","1,533 ","1,594 ","1,675 ","1,725 "
J,J30,J3002,"2,971 ",Y,N,59 ,171 ,295 ,454 ,557 ,695 ,830 ,964 ,"1,066 ","1,163 ","1,267 ","1,375 ","1,490 ","1,572 ","1,669 "
J,J31,J3101,"7,678 ",Y,N,113 ,320 ,486 ,793 ,"1,037 ","1,241 ","1,464 ","1,650 ","1,880 ","2,091 ","2,332 ","2,531 ","2,721 ","2,952 ","3,184 "
J,J32,J3201,"8,933 ",Y,N,148 ,456 ,864 ,"1,242 ","1,536 ","1,814 ","2,122 ","2,395 ","2,638 ","2,954 ","3,236 ","3,521 ","3,845 ","4,073 ","4,290 "
J,J33,J3301,"8,751 ",Y,N,160 ,537 ,932 ,"1,264 ","1,574 ","1,829 ","2,072 ","2,336 ","2,614 ","2,902 ","3,190 ","3,405 ","3,622 ","3,804 ","4,022 "
J,J34,J3401,"2,235 ",N,N,45 ,115 ,162 ,285 ,355 ,418 ,534 ,581 ,656 ,743 ,822 ,890 ,945 ,"1,032 ","1,074 "
J,J34,J3402,"6,222 ",Y,N,165 ,415 ,667 ,960 ,"1,243 ","1,531 ","1,737 ","1,974 ","2,226 ","2,406 ","2,623 ","2,837 ","3,062 ","3,217 ","3,423 "
J,J36,J3601,"7,580 ",Y,N,66 ,266 ,446 ,701 ,923 ,"1,132 ","1,332 ","1,534 ","1,770 ","2,000 ","2,202 ","2,395 ","2,639 ","2,831 ","3,037 "
J,J37,J3701,"7,292 ",Y,N,145 ,442 ,758 ,"1,193 ","1,530 ","1,797 ","2,059 ","2,322 ","2,583 ","2,844 ","3,090 ","3,350 ","3,580 ","3,769 ","3,964 "
K,K02,K0201,"7,888 ",Y,N,90 ,278 ,427 ,808 ,"1,088 ","1,274 ","1,553 ","1,817 ","2,069 ","2,280 ","2,499 ","2,719 ","2,957 ","3,174 ","3,390 "
K,K03,K0301,"10,227 ",Y,N,103 ,320 ,529 ,915 ,"1,201 ","1,540 ","1,904 ","2,212 ","2,549 ","2,869 ","3,283 ","3,577 ","3,996 ","4,471 ","4,919 "
K,K04,K0401,"7,359 ",Y,N,135 ,385 ,699 ,"1,045 ","1,269 ","1,513 ","1,738 ","1,961 ","2,161 ","2,354 ","2,578 ","2,766 ","3,034 ","3,244 ","3,420 "
K,K06,K0601,"9,449 ",Y,N,139 ,393 ,707 ,"1,195 ","1,640 ","2,057 ","2,566 ","3,014 ","3,392 ","3,797 ","4,188 ","4,558 ","4,955 ","5,390 ","5,757 "
K,K07,K0701,"7,967 ",Y,N,99 ,351 ,652 ,"1,030 ","1,376 ","1,751 ","2,047 ","2,362 ","2,648 ","2,923 ","3,227 ","3,513 ","3,787 ","4,046 ","4,357 "
K,K08,K0801,"7,317 ",Y,N,153 ,373 ,555 ,818 ,"1,135 ","1,401 ","1,718 ","1,925 ","2,191 ","2,408 ","2,711 ","2,980 ","3,231 ","3,546 ","3,881 "
K,K08,K0802,"1,915 ",N,N,31 ,74 ,118 ,187 ,236 ,278 ,337 ,382 ,423 ,482 ,537 ,593 ,648 ,703 ,768 
K,K09,K0901,"10,185 ",Y,N,93 ,363 ,635 ,957 ,"1,434 ","1,752 ","2,139 ","2,508 ","2,839 ","3,194 ","3,563 ","3,922 ","4,329 ","4,748 ","5,159 "
K,K10,K1001,"6,941 ",Y,N,95 ,274 ,455 ,751 ,"1,009 ","1,332 ","1,656 ","1,913 ","2,212 ","2,481 ","2,702 ","2,992 ","3,216 ","3,533 ","3,901 "
K,K11,K1101,"8,050 ",Y,N,67 ,240 ,448 ,743 ,"1,060 ","1,344 ","1,651 ","1,935 ","2,233 ","2,541 ","2,872 ","3,171 ","3,494 ","3,895 ","4,344 "
K,K11,K1102,968 ,N,N,7 ,23 ,43 ,82 ,131 ,168 ,217 ,259 ,306 ,329 ,355 ,384 ,425 ,465 ,499 
K,K12,K1201,"3,921 ",Y,N,26 ,85 ,185 ,332 ,465 ,618 ,790 ,927 ,"1,044 ","1,181 ","1,310 ","1,433 ","1,570 ","1,710 ","1,867 "
K,K12,K1202,"1,684 ",N,N,8 ,33 ,69 ,137 ,175 ,226 ,272 ,320 ,363 ,411 ,490 ,543 ,581 ,627 ,699 
K,K12,K1203,"2,771 ",N,N,31 ,68 ,119 ,222 ,311 ,406 ,513 ,615 ,721 ,806 ,901 ,977 ,"1,062 ","1,173 ","1,274 "
K,K13,K1301,"5,659 ",Y,N,87 ,222 ,386 ,668 ,908 ,"1,190 ","1,398 ","1,624 ","1,848 ","2,043 ","2,293 ","2,545 ","2,832 ","3,135 ","3,469 "
K,K14,K1401,"8,312 ",Y,N,87 ,258 ,497 ,805 ,"1,176 ","1,511 ","1,787 ","2,076 ","2,353 ","2,630 ","2,983 ","3,284 ","3,572 ","3,893 ","4,175 "
K,K15,K1501,"7,123 ",Y,N,150 ,382 ,646 ,"1,043 ","1,335 ","1,638 ","1,926 ","2,179 ","2,477 ","2,710 ","2,987 ","3,223 ","3,490 ","3,783 ","4,054 "
K,K15,K1502,"1,911 ",N,N,20 ,61 ,106 ,212 ,293 ,348 ,423 ,476 ,513 ,578 ,656 ,725 ,791 ,857 ,908 
K,K16,K1601,"9,000 ",Y,N,152 ,379 ,731 ,"1,069 ","1,351 ","1,576 ","1,912 ","2,227 ","2,530 ","2,827 ","3,135 ","3,412 ","3,708 ","4,021 ","4,320 "
K,K17,K1701,"7,405 ",Y,N,141 ,403 ,669 ,"1,050 ","1,325 ","1,570 ","1,802 ","2,018 ","2,238 ","2,435 ","2,657 ","2,828 ","3,002 ","3,209 ","3,412 "
K,K18,K1801,"3,888 ",N,N,72 ,190 ,322 ,469 ,611 ,706 ,803 ,905 ,"1,012 ","1,120 ","1,273 ","1,369 ","1,525 ","1,654 ","1,752 "
K,K18,K1802,"3,358 ",Y,N,78 ,191 ,300 ,447 ,541 ,630 ,732 ,821 ,892 ,984 ,"1,119 ","1,221 ","1,323 ","1,412 ","1,502 "
L,L01,L0101,"6,273 ",Y,N,32 ,87 ,187 ,329 ,470 ,619 ,772 ,900 ,"1,015 ","1,168 ","1,310 ","1,440 ","1,612 ","1,777 ","1,935 "
L,L01,L0102,"1,573 ",N,N,17 ,45 ,73 ,121 ,162 ,202 ,259 ,299 ,324 ,344 ,370 ,406 ,444 ,485 ,527 
L,L02,L0201,"8,999 ",N,N,139 ,408 ,679 ,"1,162 ","1,501 ","1,722 ","2,087 ","2,377 ","2,656 ","2,936 ","3,214 ","3,507 ","3,766 ","4,080 ","4,417 "
L,L02,L0202,"2,057 ",Y,N,28 ,76 ,134 ,245 ,322 ,386 ,454 ,515 ,580 ,635 ,714 ,765 ,814 ,892 ,958 
L,L03,L0301,"5,794 ",Y,N,58 ,186 ,348 ,591 ,796 ,985 ,"1,176 ","1,348 ","1,544 ","1,739 ","1,924 ","2,100 ","2,281 ","2,538 ","2,768 "
L,L03,L0302,"6,706 ",N,N,106 ,299 ,441 ,696 ,919 ,"1,145 ","1,376 ","1,579 ","1,770 ","1,999 ","2,214 ","2,414 ","2,691 ","2,931 ","3,184 "
L,L04,L0401,"7,005 ",Y,N,117 ,360 ,556 ,897 ,"1,133 ","1,375 ","1,637 ","1,856 ","2,099 ","2,313 ","2,537 ","2,763 ","2,980 ","3,192 ","3,411 "
L,L04,L0402,"3,008 ",N,N,50 ,110 ,184 ,292 ,369 ,454 ,540 ,606 ,684 ,796 ,876 ,975 ,"1,054 ","1,164 ","1,257 "
L,L05,L0501,"8,335 ",Y,N,103 ,302 ,514 ,783 ,"1,011 ","1,214 ","1,416 ","1,637 ","1,847 ","2,096 ","2,304 ","2,514 ","2,751 ","2,973 ","3,195 "
L,L06,L0601,"6,083 ",Y,N,73 ,231 ,375 ,647 ,825 ,985 ,"1,165 ","1,304 ","1,528 ","1,732 ","1,932 ","2,189 ","2,399 ","2,597 ","2,714 "
L,L06,L0602,"1,794 ",N,N,12 ,56 ,96 ,160 ,200 ,263 ,316 ,375 ,442 ,494 ,547 ,590 ,653 ,706 ,769 
L,L08,L0801,"10,501 ",Y,N,96 ,314 ,540 ,871 ,"1,178 ","1,413 ","1,647 ","1,862 ","2,061 ","2,270 ","2,525 ","2,785 ","3,053 ","3,252 ","3,490 "
L,L10,L1001,"9,639 ",Y,N,112 ,366 ,730 ,"1,083 ","1,354 ","1,569 ","1,896 ","2,159 ","2,387 ","2,672 ","2,965 ","3,292 ","3,588 ","3,906 ","4,233 "
L,L11,L1101,"1,489 ",N,N,13 ,33 ,61 ,91 ,114 ,147 ,178 ,212 ,243 ,264 ,289 ,319 ,357 ,384 ,416 
L,L11,L1102,"6,079 ",Y,N,49 ,138 ,258 ,411 ,539 ,695 ,838 ,988 ,"1,152 ","1,279 ","1,438 ","1,571 ","1,754 ","1,912 ","2,092 "
L,L12,L1201,"3,673 ",Y,N,84 ,194 ,342 ,472 ,611 ,728 ,832 ,940 ,"1,016 ","1,124 ","1,239 ","1,341 ","1,438 ","1,511 ","1,608 "
L,L12,L1202,"4,015 ",N,N,12 ,51 ,96 ,194 ,286 ,373 ,448 ,550 ,635 ,716 ,831 ,899 ,983 ,"1,092 ","1,192 "
L,L13,L1301,"2,233 ",Y,N,21 ,54 ,126 ,185 ,253 ,342 ,405 ,464 ,552 ,635 ,709 ,781 ,866 ,998 ,"1,108 "
L,L13,L1302,"2,892 ",N,N,46 ,111 ,163 ,252 ,354 ,447 ,531 ,627 ,730 ,819 ,917 ,988 ,"1,111 ","1,232 ","1,352 "
L,L13,L1303,"3,856 ",N,N,42 ,95 ,193 ,311 ,473 ,603 ,772 ,896 ,"1,024 ","1,168 ","1,349 ","1,509 ","1,672 ","1,837 ","1,982 "
L,L14,L1401,"11,247 ",Y,N,120 ,338 ,654 ,"1,020 ","1,423 ","1,748 ","2,145 ","2,488 ","2,819 ","3,137 ","3,482 ","3,842 ","4,185 ","4,576 ","4,944 "
L,L15,L1501,"8,451 ",Y,N,92 ,316 ,525 ,833 ,"1,121 ","1,444 ","1,705 ","1,945 ","2,216 ","2,478 ","2,733 ","2,974 ","3,203 ","3,527 ","3,847 "
L,L16,L1601,"7,125 ",Y,N,67 ,263 ,531 ,786 ,"1,067 ","1,329 ","1,572 ","1,823 ","2,032 ","2,264 ","2,509 ","2,738 ","3,009 ","3,296 ","3,574 "
L,L17,L1701,"7,870 ",Y,N,78 ,263 ,390 ,640 ,847 ,990 ,"1,165 ","1,328 ","1,456 ","1,626 ","1,787 ","1,950 ","2,167 ","2,353 ","2,542 "
L,L18,L1801,"3,673 ",Y,N,44 ,163 ,272 ,401 ,544 ,637 ,757 ,855 ,978 ,"1,102 ","1,231 ","1,347 ","1,490 ","1,667 ","1,804 "
L,L18,L1802,"6,097 ",N,N,90 ,325 ,606 ,854 ,"1,068 ","1,221 ","1,392 ","1,543 ","1,748 ","1,876 ","2,026 ","2,201 ","2,355 ","2,511 ","2,710 "
L,L19,L1901,"7,058 ",Y,N,124 ,280 ,545 ,864 ,"1,183 ","1,459 ","1,711 ","1,998 ","2,214 ","2,513 ","2,776 ","3,049 ","3,299 ","3,631 ","3,955 "
L,L19,L1902,728 ,N,N,14 ,43 ,70 ,115 ,158 ,187 ,215 ,224 ,255 ,290 ,334 ,370 ,383 ,407 ,434 
L,L21,L2101,"9,360 ",Y,N,141 ,366 ,597 ,917 ,"1,209 ","1,437 ","1,661 ","1,902 ","2,168 ","2,479 ","2,734 ","2,985 ","3,362 ","3,641 ","4,007 "
L,L22,L2201,"9,871 ",Y,N,139 ,481 ,591 ,974 ,"1,260 ","1,481 ","1,687 ","1,866 ","2,156 ","2,435 ","2,713 ","2,952 ","3,278 ","3,507 ","3,771 "
L,L23,L2301,"10,931 ",Y,N,78 ,248 ,477 ,785 ,"1,056 ","1,260 ","1,487 ","1,709 ","1,980 ","2,254 ","2,531 ","2,772 ","3,099 ","3,418 ","3,740 "
L,L24,L2401,"6,611 ",Y,N,114 ,319 ,540 ,777 ,954 ,"1,117 ","1,270 ","1,399 ","1,528 ","1,679 ","1,843 ","1,964 ","2,106 ","2,217 ","2,398 "
L,L24,L2402,"1,813 ",N,N,8 ,51 ,79 ,127 ,179 ,221 ,273 ,305 ,357 ,401 ,451 ,476 ,505 ,533 ,582 
L,L25,L2501,"10,075 ",Y,N,105 ,333 ,636 ,"1,015 ","1,310 ","1,576 ","1,848 ","2,093 ","2,324 ","2,560 ","2,780 ","3,056 ","3,328 ","3,595 ","3,841 "
L,L26,L2601,"8,614 ",Y,N,163 ,429 ,723 ,"1,207 ","1,560 ","1,901 ","2,274 ","2,613 ","2,898 ","3,227 ","3,581 ","3,960 ","4,309 ","4,704 ","5,073 "
L,L27,L2701,"7,268 ",Y,N,70 ,221 ,383 ,645 ,870 ,"1,108 ","1,357 ","1,539 ","1,745 ","1,982 ","2,191 ","2,437 ","2,661 ","2,892 ","3,145 "
L,L27,L2702,"2,477 ",N,N,22 ,74 ,123 ,226 ,304 ,390 ,478 ,558 ,639 ,709 ,774 ,852 ,929 ,"1,000 ","1,104 "
L,L28,L2801,"11,241 ",Y,N,79 ,276 ,433 ,806 ,"1,014 ","1,235 ","1,431 ","1,676 ","1,926 ","2,192 ","2,439 ","2,769 ","3,048 ","3,376 ","3,703 "
L,L28,L2802,989 ,N,N,13 ,22 ,53 ,82 ,101 ,117 ,149 ,177 ,190 ,218 ,238 ,259 ,276 ,314 ,335 
L,L29,L2901,"3,191 ",N,N,25 ,77 ,131 ,215 ,267 ,359 ,431 ,489 ,575 ,641 ,694 ,778 ,825 ,892 ,954 
L,L29,L2902,"1,991 ",N,N,37 ,70 ,129 ,195 ,247 ,288 ,313 ,361 ,400 ,464 ,521 ,561 ,614 ,672 ,730 
L,L29,L2903,"2,514 ",Y,N,24 ,62 ,96 ,164 ,222 ,289 ,351 ,408 ,470 ,506 ,554 ,611 ,659 ,716 ,771 
M,M01,M0101,"9,037 ",Y,N,109 ,260 ,446 ,716 ,978 ,"1,210 ","1,415 ","1,658 ","1,948 ","2,201 ","2,447 ","2,669 ","2,944 ","3,208 ","3,464 "
