"District 
Code","Constituency
Code",Polling Station Code,No. of Electors*,"Main
CS?","Small 
PS?",08:30,09:30,10:30,11:30,12:30,13:30,14:30,15:30,16:30,17:30,18:30,19:30,20:30,21:30,22:30
R,R21,R2101,"7,844 ",Y,N,98 ,288 ,603 ,934 ,"1,252 ","1,575 ","1,844 ","2,154 ","2,471 ","2,751 ","3,073 ","3,371 ","3,601 ","3,920 ","4,298 "
R,R22,R2201,"7,526 ",Y,N,65 ,193 ,295 ,592 ,868 ,"1,048 ","1,289 ","1,474 ","1,739 ","2,007 ","2,249 ","2,476 ","2,671 ","2,931 ","3,192 "
R,R23,R2301,"1,670 ",N,N,6 ,25 ,47 ,110 ,158 ,225 ,259 ,284 ,337 ,364 ,410 ,446 ,463 ,523 ,555 
R,R23,R2302,"4,499 ",Y,N,60 ,150 ,265 ,460 ,640 ,811 ,995 ,"1,183 ","1,358 ","1,499 ","1,668 ","1,817 ","2,028 ","2,237 ","2,482 "
R,R24,R2401,"10,875 ",Y,N,97 ,333 ,620 ,970 ,"1,267 ","1,604 ","1,922 ","2,316 ","2,626 ","2,994 ","3,367 ","3,737 ","4,111 ","4,547 ","4,976 "
R,R25,R2501,"11,953 ",Y,N,78 ,312 ,553 ,983 ,"1,331 ","1,669 ","2,014 ","2,367 ","2,737 ","3,131 ","3,542 ","3,913 ","4,292 ","4,710 ","5,186 "
R,R26,R2601,"9,080 ",Y,N,56 ,170 ,333 ,626 ,907 ,"1,149 ","1,374 ","1,638 ","1,872 ","2,144 ","2,404 ","2,686 ","2,960 ","3,234 ","3,597 "
R,R27,R2701,"10,070 ",Y,N,120 ,412 ,836 ,"1,238 ","1,708 ","2,175 ","2,464 ","2,828 ","3,200 ","3,598 ","4,006 ","4,374 ","4,822 ","5,278 ","5,766 "
R,R28,R2801,"11,453 ",Y,N,100 ,372 ,769 ,"1,218 ","1,665 ","2,035 ","2,452 ","2,859 ","3,254 ","3,666 ","4,126 ","4,551 ","4,916 ","5,378 ","5,828 "
R,R29,R2901,"5,424 ",Y,N,37 ,112 ,277 ,499 ,684 ,863 ,"1,054 ","1,239 ","1,424 ","1,614 ","1,826 ","2,040 ","2,224 ","2,456 ","2,731 "
R,R30,R3001,"6,908 ",Y,N,71 ,249 ,435 ,675 ,904 ,"1,092 ","1,304 ","1,516 ","1,733 ","1,967 ","2,261 ","2,528 ","2,810 ","3,128 ","3,543 "
R,R30,R3002,"3,624 ",N,N,26 ,90 ,163 ,272 ,396 ,500 ,593 ,708 ,807 ,929 ,"1,063 ","1,185 ","1,295 ","1,467 ","1,627 "
R,R31,R3101,"13,208 ",Y,N,113 ,398 ,663 ,"1,143 ","1,475 ","1,840 ","2,162 ","2,484 ","2,845 ","3,220 ","3,621 ","3,957 ","4,344 ","4,813 ","5,204 "
R,R32,R3201,"9,339 ",N,N,78 ,301 ,573 ,896 ,"1,195 ","1,452 ","1,724 ","1,966 ","2,229 ","2,524 ","2,774 ","3,080 ","3,370 ","3,639 ","3,979 "
R,R32,R3202,"5,954 ",Y,N,98 ,231 ,398 ,620 ,792 ,949 ,"1,144 ","1,298 ","1,480 ","1,652 ","1,825 ","1,995 ","2,170 ","2,356 ","2,545 "
R,R33,R3301,"11,730 ",Y,N,92 ,357 ,682 ,"1,164 ","1,559 ","2,026 ","2,467 ","2,955 ","3,342 ","3,745 ","4,236 ","4,688 ","5,117 ","5,684 ","6,401 "
R,R34,R3401,"8,406 ",Y,N,132 ,348 ,637 ,"1,040 ","1,375 ","1,687 ","2,032 ","2,330 ","2,664 ","2,945 ","3,304 ","3,602 ","3,910 ","4,230 ","4,568 "
R,R34,R3402,"2,449 ",N,N,56 ,130 ,198 ,344 ,422 ,501 ,567 ,631 ,718 ,803 ,876 ,933 ,"1,012 ","1,063 ","1,115 "
R,R36,R3601,"6,269 ",Y,N,89 ,250 ,386 ,679 ,943 ,"1,225 ","1,492 ","1,768 ","2,035 ","2,290 ","2,603 ","2,858 ","3,093 ","3,429 ","3,834 "
R,R36,R3602,"2,059 ",N,N,63 ,146 ,211 ,331 ,433 ,508 ,582 ,638 ,698 ,765 ,865 ,941 ,"1,031 ","1,121 ","1,208 "
R,R37,R3701,"10,162 ",Y,N,99 ,307 ,565 ,941 ,"1,285 ","1,629 ","1,961 ","2,381 ","2,725 ","3,120 ","3,519 ","3,876 ","4,167 ","4,577 ","4,968 "
R,R38,R3801,"8,973 ",Y,N,153 ,296 ,554 ,"1,000 ","1,272 ","1,544 ","1,852 ","2,129 ","2,390 ","2,698 ","3,009 ","3,283 ","3,566 ","3,857 ","4,116 "
S,S01,S0101,"9,685 ",Y,N,120 ,347 ,558 ,970 ,"1,310 ","1,568 ","1,863 ","2,150 ","2,419 ","2,716 ","3,012 ","3,290 ","3,555 ","3,864 ","4,127 "
S,S02,S0201,"10,781 ",Y,N,89 ,440 ,877 ,"1,375 ","1,708 ","2,106 ","2,519 ","2,950 ","3,358 ","3,726 ","4,037 ","4,487 ","4,896 ","5,362 ","5,832 "
S,S03,S0301,"7,149 ",Y,N,171 ,447 ,750 ,"1,024 ","1,359 ","1,583 ","1,857 ","2,133 ","2,353 ","2,594 ","2,876 ","3,171 ","3,413 ","3,624 ","3,835 "
S,S04,S0401,"8,310 ",Y,N,133 ,421 ,913 ,"1,260 ","1,725 ","1,920 ","2,234 ","2,527 ","2,864 ","3,180 ","3,502 ","3,805 ","4,075 ","4,304 ","4,520 "
S,S05,S0501,"8,322 ",Y,N,70 ,273 ,488 ,774 ,"1,075 ","1,220 ","1,449 ","1,693 ","1,903 ","2,168 ","2,478 ","2,760 ","3,077 ","3,385 ","3,834 "
S,S06,S0601,"5,813 ",N,N,76 ,226 ,399 ,656 ,847 ,"1,012 ","1,196 ","1,339 ","1,480 ","1,691 ","1,903 ","2,085 ","2,281 ","2,483 ","2,733 "
S,S06,S0602,"3,534 ",Y,N,49 ,115 ,198 ,334 ,438 ,511 ,606 ,699 ,801 ,908 ,"1,011 ","1,104 ","1,224 ","1,320 ","1,420 "
S,S07,S0701,"11,684 ",Y,N,95 ,446 ,925 ,"1,474 ","1,906 ","2,335 ","2,667 ","3,017 ","3,415 ","3,804 ","4,213 ","4,596 ","5,061 ","5,436 ","5,829 "
S,S08,S0801,"9,307 ",Y,N,92 ,387 ,741 ,"1,137 ","1,460 ","1,750 ","2,081 ","2,373 ","2,713 ","3,035 ","3,352 ","3,666 ","3,960 ","4,300 ","4,617 "
S,S09,S0901,"11,139 ",Y,N,136 ,472 ,975 ,"1,482 ","2,023 ","2,444 ","2,798 ","3,240 ","3,676 ","4,036 ","4,604 ","4,891 ","5,272 ","5,797 ","6,183 "
S,S10,S1001,"9,428 ",Y,N,170 ,533 ,772 ,"1,271 ","1,644 ","1,923 ","2,181 ","2,375 ","2,640 ","2,953 ","3,324 ","3,630 ","3,935 ","4,195 ","4,483 "
S,S11,S1101,"9,454 ",Y,N,185 ,457 ,749 ,"1,238 ","1,654 ","1,956 ","2,276 ","2,657 ","3,022 ","3,369 ","3,730 ","4,004 ","4,322 ","4,628 ","4,923 "
S,S12,S1201,"10,388 ",Y,N,129 ,466 ,816 ,"1,312 ","1,739 ","2,033 ","2,354 ","2,668 ","2,974 ","3,310 ","3,646 ","4,036 ","4,329 ","4,648 ","4,976 "
S,S13,S1301,"3,156 ",N,N,14 ,57 ,108 ,163 ,230 ,305 ,369 ,469 ,560 ,636 ,722 ,807 ,872 ,992 ,"1,087 "
S,S13,S1302,"1,075 ",Y,N,13 ,36 ,63 ,89 ,119 ,129 ,169 ,186 ,213 ,231 ,248 ,270 ,283 ,303 ,331 
S,S13,S1303,"4,800 ",N,N,71 ,207 ,324 ,514 ,636 ,747 ,845 ,956 ,"1,062 ","1,179 ","1,295 ","1,416 ","1,538 ","1,669 ","1,802 "
S,S15,S1501,"8,360 ",Y,N,154 ,523 ,871 ,"1,254 ","1,767 ","2,100 ","2,456 ","2,792 ","3,113 ","3,365 ","3,722 ","3,964 ","4,284 ","4,570 ","4,835 "
S,S16,S1601,"9,668 ",Y,N,151 ,482 ,829 ,"1,369 ","1,811 ","2,179 ","2,563 ","2,950 ","3,260 ","3,662 ","4,058 ","4,445 ","4,803 ","5,124 ","5,373 "
S,S18,S1801,"10,539 ",Y,N,137 ,393 ,801 ,"1,328 ","1,782 ","2,130 ","2,509 ","2,866 ","3,164 ","3,507 ","3,900 ","4,266 ","4,581 ","4,944 ","5,347 "
S,S19,S1901,"7,874 ",N,N,77 ,270 ,511 ,766 ,967 ,"1,169 ","1,415 ","1,658 ","1,863 ","2,108 ","2,363 ","2,597 ","2,877 ","3,161 ","3,458 "
S,S19,S1902,"4,097 ",Y,N,41 ,130 ,269 ,427 ,598 ,775 ,907 ,"1,068 ","1,237 ","1,384 ","1,527 ","1,715 ","1,858 ","2,066 ","2,297 "
S,S21,S2101,"9,369 ",Y,N,93 ,282 ,559 ,964 ,"1,322 ","1,585 ","1,937 ","2,188 ","2,528 ","2,873 ","3,151 ","3,466 ","3,668 ","4,074 ","4,481 "
S,S22,S2201,"2,315 ",Y,N,9 ,42 ,105 ,163 ,249 ,308 ,379 ,436 ,509 ,581 ,671 ,751 ,822 ,885 ,962 
S,S22,S2202,"7,380 ",N,N,59 ,226 ,423 ,745 ,998 ,"1,222 ","1,461 ","1,715 ","1,962 ","2,208 ","2,502 ","2,666 ","2,895 ","3,136 ","3,371 "
S,S23,S2301,"4,758 ",Y,N,69 ,209 ,363 ,556 ,708 ,836 ,956 ,"1,062 ","1,155 ","1,284 ","1,420 ","1,497 ","1,578 ","1,659 ","1,766 "
S,S23,S2302,"5,777 ",N,N,91 ,252 ,488 ,743 ,978 ,"1,185 ","1,394 ","1,550 ","1,744 ","1,896 ","2,114 ","2,248 ","2,419 ","2,601 ","2,792 "
S,S25,S2501,"9,814 ",Y,N,101 ,315 ,602 ,859 ,"1,129 ","1,341 ","1,544 ","1,749 ","1,966 ","2,163 ","2,432 ","2,662 ","2,891 ","3,108 ","3,386 "
S,S26,S2601,"1,591 ",N,N,11 ,35 ,66 ,115 ,161 ,222 ,291 ,344 ,396 ,482 ,530 ,578 ,641 ,730 ,823 
S,S26,S2602,"7,778 ",Y,N,146 ,474 ,745 ,"1,091 ","1,399 ","1,650 ","1,877 ","2,067 ","2,301 ","2,544 ","2,824 ","3,112 ","3,447 ","3,804 ","4,094 "
S,S27,S2701,"8,829 ",Y,N,207 ,613 ,912 ,"1,421 ","1,778 ","2,085 ","2,396 ","2,705 ","3,036 ","3,377 ","3,670 ","4,012 ","4,361 ","4,692 ","5,023 "
S,S28,S2801,"11,817 ",Y,N,98 ,420 ,797 ,"1,321 ","1,708 ","2,076 ","2,402 ","2,758 ","3,160 ","3,492 ","3,925 ","4,341 ","4,661 ","5,070 ","5,484 "
S,S29,S2901,"9,786 ",Y,N,165 ,440 ,744 ,"1,078 ","1,465 ","1,710 ","1,984 ","2,260 ","2,540 ","2,843 ","3,173 ","3,529 ","3,829 ","4,104 ","4,401 "
T,T01,T0101,"1,799 ",N,N,64 ,160 ,239 ,361 ,415 ,477 ,539 ,589 ,628 ,695 ,756 ,841 ,933 ,982 ,"1,008 "
T,T01,T0102,75 ,N,Y,1 ,2 ,11 ,13 ,14 ,14 ,18 ,18 ,19 ,21 ,22 ,22 ,22 ,22 ,22 
T,T01,T0103,41 ,N,Y,0 ,2 ,5 ,14 ,15 ,15 ,17 ,17 ,18 ,18 ,18 ,19 ,19 ,19 ,19 
T,T01,T0104,838 ,Y,N,6 ,23 ,37 ,63 ,88 ,116 ,140 ,164 ,187 ,209 ,234 ,262 ,297 ,312 ,334 
T,T01,T0105,60 ,N,Y,0 ,1 ,9 ,16 ,20 ,21 ,22 ,22 ,22 ,26 ,26 ,26 ,26 ,26 ,26 
T,T01,T0106,48 ,N,Y,1 ,2 ,6 ,10 ,12 ,12 ,13 ,13 ,13 ,15 ,17 ,19 ,20 ,21 ,21 
T,T01,T0107,"2,796 ",N,N,48 ,158 ,286 ,459 ,597 ,730 ,800 ,911 ,"1,014 ","1,103 ","1,230 ","1,359 ","1,475 ","1,558 ","1,637 "
T,T01,T0108,388 ,N,N,7 ,17 ,27 ,45 ,63 ,81 ,100 ,116 ,140 ,154 ,167 ,190 ,205 ,212 ,224 
T,T01,T0109,979 ,N,N,13 ,28 ,78 ,122 ,150 ,183 ,210 ,248 ,289 ,322 ,362 ,400 ,449 ,472 ,497 
T,T02,T0201,"8,642 ",Y,N,114 ,300 ,511 ,836 ,"1,107 ","1,411 ","1,679 ","1,917 ","2,120 ","2,419 ","2,733 ","3,015 ","3,338 ","3,674 ","4,003 "
T,T03,T0301,"10,909 ",Y,N,85 ,247 ,524 ,844 ,"1,155 ","1,446 ","1,703 ","1,952 ","2,245 ","2,603 ","2,989 ","3,357 ","3,767 ","4,170 ","4,528 "
T,T04,T0401,"7,494 ",Y,N,51 ,205 ,376 ,695 ,"1,069 ","1,377 ","1,690 ","1,970 ","2,227 ","2,446 ","2,773 ","3,050 ","3,317 ","3,585 ","3,863 "
T,T05,T0501,"10,481 ",Y,N,94 ,314 ,506 ,800 ,"1,133 ","1,398 ","1,664 ","1,898 ","2,140 ","2,439 ","2,806 ","3,090 ","3,396 ","3,772 ","4,161 "
T,T06,T0601,"4,394 ",Y,N,59 ,181 ,246 ,487 ,685 ,864 ,991 ,"1,123 ","1,290 ","1,455 ","1,624 ","1,769 ","1,887 ","2,006 ","2,167 "
T,T09,T0901,"4,079 ",Y,N,71 ,166 ,267 ,470 ,605 ,727 ,926 ,"1,036 ","1,127 ","1,266 ","1,380 ","1,482 ","1,615 ","1,757 ","1,851 "
T,T09,T0902,"2,105 ",N,N,20 ,76 ,127 ,235 ,326 ,390 ,450 ,517 ,590 ,649 ,698 ,761 ,818 ,907 ,981 
T,T10,T1001,"2,401 ",N,N,27 ,88 ,166 ,252 ,340 ,410 ,468 ,515 ,560 ,616 ,682 ,754 ,797 ,858 ,895 
T,T10,T1002,"3,306 ",Y,N,54 ,206 ,393 ,533 ,653 ,749 ,836 ,917 ,985 ,"1,036 ","1,110 ","1,162 ","1,211 ","1,288 ","1,322 "
,,,,,,,,,,,,,,,,,,,,
*  不包括專用投票站,,,,,,,,,,,,,,,,,,,,
*  Excluding Dedicated Polling Stations,,,,,,,,,,,,,,,,,,,,
