"District 
Code","Constituency
Code",Polling Station Code,No. of Electors*,"Main
CS?","Small 
PS?",08:30,09:30,10:30,11:30,12:30,13:30,14:30,15:30,16:30,17:30,18:30,19:30,20:30,21:30,22:30
M,M26,M2601,"6,251 ",Y,N,56 ,145 ,305 ,506 ,698 ,881 ,"1,080 ","1,239 ","1,410 ","1,569 ","1,833 ","2,035 ","2,200 ","2,464 ","2,679 "
M,M28,M2801,"2,876 ",Y,N,21 ,90 ,214 ,365 ,449 ,526 ,602 ,684 ,731 ,782 ,850 ,912 ,963 ,"1,011 ","1,050 "
M,M28,M2802,"4,999 ",N,N,28 ,122 ,219 ,405 ,545 ,686 ,798 ,906 ,991 ,"1,089 ","1,191 ","1,311 ","1,398 ","1,516 ","1,628 "
M,M30,M3001,"5,276 ",Y,N,260 ,429 ,693 ,918 ,"1,172 ","1,430 ","1,649 ","1,859 ","2,069 ","2,254 ","2,463 ","2,634 ","2,765 ","2,921 ","3,086 "
M,M31,M3101,"8,243 ",Y,N,119 ,323 ,619 ,"1,002 ","1,341 ","1,607 ","1,890 ","2,107 ","2,344 ","2,549 ","2,801 ","2,983 ","3,135 ","3,371 ","3,540 "
N,N01,N0101,"9,932 ",Y,N,52 ,210 ,432 ,752 ,"1,095 ","1,346 ","1,615 ","1,907 ","2,159 ","2,401 ","2,649 ","2,889 ","3,148 ","3,447 ","3,756 "
N,N02,N0201,"2,538 ",N,N,26 ,89 ,162 ,258 ,341 ,410 ,484 ,550 ,636 ,729 ,818 ,906 ,976 ,"1,025 ","1,104 "
N,N02,N0202,"3,523 ",N,N,49 ,105 ,198 ,336 ,479 ,574 ,689 ,788 ,907 ,"1,003 ","1,156 ","1,241 ","1,362 ","1,507 ","1,623 "
N,N02,N0203,"2,720 ",Y,N,23 ,65 ,122 ,200 ,304 ,375 ,482 ,569 ,646 ,743 ,836 ,913 ,"1,003 ","1,112 ","1,194 "
N,N03,N0301,"11,693 ",Y,N,254 ,618 ,976 ,"1,457 ","1,834 ","2,132 ","2,457 ","2,719 ","3,032 ","3,322 ","3,712 ","4,010 ","4,301 ","4,646 ","4,953 "
N,N04,N0401,"10,458 ",Y,N,70 ,359 ,767 ,"1,209 ","1,560 ","1,888 ","2,265 ","2,617 ","2,957 ","3,336 ","3,654 ","3,994 ","4,397 ","4,820 ","5,238 "
N,N05,N0501,"11,296 ",Y,N,84 ,293 ,567 ,814 ,"1,081 ","1,310 ","1,567 ","1,765 ","1,987 ","2,248 ","2,561 ","2,877 ","3,127 ","3,467 ","3,879 "
N,N06,N0601,"4,924 ",Y,N,66 ,175 ,306 ,468 ,614 ,769 ,935 ,"1,097 ","1,248 ","1,427 ","1,580 ","1,712 ","1,886 ","2,035 ","2,219 "
N,N06,N0602,"7,542 ",N,N,92 ,257 ,510 ,851 ,"1,119 ","1,324 ","1,557 ","1,806 ","2,036 ","2,294 ","2,596 ","2,827 ","3,107 ","3,370 ","3,644 "
N,N07,N0701,"11,435 ",Y,N,130 ,392 ,787 ,"1,094 ","1,443 ","1,726 ","2,043 ","2,292 ","2,615 ","2,898 ","3,272 ","3,601 ","3,950 ","4,278 ","4,663 "
N,N08,N0801,"3,222 ",N,N,84 ,222 ,381 ,534 ,703 ,842 ,959 ,"1,065 ","1,140 ","1,238 ","1,334 ","1,420 ","1,494 ","1,555 ","1,635 "
N,N08,N0802,"1,727 ",N,N,38 ,160 ,293 ,416 ,505 ,592 ,657 ,707 ,761 ,806 ,867 ,904 ,943 ,985 ,"1,020 "
N,N08,N0803,"3,562 ",N,N,65 ,202 ,405 ,600 ,766 ,873 ,"1,013 ","1,135 ","1,251 ","1,333 ","1,471 ","1,561 ","1,627 ","1,707 ","1,757 "
N,N08,N0804,438 ,Y,N,4 ,15 ,26 ,46 ,60 ,67 ,89 ,108 ,125 ,130 ,150 ,161 ,169 ,178 ,191 
N,N09,N0901,"7,259 ",Y,N,119 ,402 ,670 ,942 ,"1,159 ","1,326 ","1,492 ","1,692 ","1,901 ","2,155 ","2,417 ","2,653 ","2,926 ","3,226 ","3,515 "
N,N10,N1001,"5,247 ",Y,N,53 ,161 ,300 ,461 ,628 ,785 ,920 ,"1,055 ","1,186 ","1,315 ","1,470 ","1,626 ","1,776 ","1,990 ","2,146 "
N,N11,N1101,"11,909 ",Y,N,207 ,562 ,933 ,"1,471 ","1,762 ","2,070 ","2,354 ","2,695 ","3,014 ","3,287 ","3,633 ","3,935 ","4,278 ","4,598 ","4,843 "
N,N12,N1201,"1,953 ",Y,N,17 ,37 ,78 ,135 ,166 ,211 ,243 ,275 ,313 ,346 ,386 ,419 ,475 ,528 ,557 
N,N12,N1202,"4,836 ",N,N,40 ,138 ,272 ,408 ,562 ,674 ,828 ,937 ,"1,072 ","1,224 ","1,371 ","1,501 ","1,686 ","1,899 ","2,066 "
N,N12,N1203,"2,729 ",N,N,19 ,98 ,166 ,253 ,334 ,385 ,461 ,559 ,632 ,715 ,807 ,864 ,947 ,"1,049 ","1,162 "
N,N13,N1301,"8,857 ",Y,N,36 ,173 ,381 ,654 ,892 ,"1,083 ","1,313 ","1,586 ","1,815 ","2,130 ","2,387 ","2,648 ","2,929 ","3,182 ","3,495 "
N,N14,N1401,"7,512 ",Y,N,116 ,320 ,553 ,826 ,"1,076 ","1,316 ","1,578 ","1,826 ","2,062 ","2,312 ","2,549 ","2,776 ","3,009 ","3,325 ","3,572 "
N,N15,N1501,"1,511 ",N,N,18 ,78 ,119 ,168 ,223 ,264 ,300 ,342 ,381 ,418 ,460 ,485 ,509 ,525 ,548 
N,N15,N1502,"1,073 ",N,N,24 ,68 ,121 ,186 ,245 ,277 ,307 ,325 ,360 ,376 ,405 ,420 ,433 ,460 ,467 
N,N15,N1503,124 ,N,Y,8 ,22 ,31 ,34 ,35 ,38 ,40 ,43 ,48 ,53 ,53 ,53 ,53 ,53 ,53 
N,N15,N1504,"4,462 ",N,N,78 ,341 ,592 ,961 ,"1,316 ","1,566 ","1,633 ","1,760 ","1,887 ","2,025 ","2,262 ","2,430 ","2,586 ","2,738 ","2,812 "
N,N15,N1505,81 ,N,Y,2 ,7 ,15 ,22 ,27 ,32 ,32 ,35 ,35 ,37 ,38 ,39 ,40 ,43 ,43 
N,N15,N1506,"1,500 ",Y,N,28 ,76 ,139 ,219 ,268 ,310 ,346 ,381 ,428 ,452 ,492 ,518 ,546 ,565 ,588 
N,N16,N1601,"7,833 ",N,N,41 ,153 ,312 ,507 ,723 ,889 ,"1,094 ","1,285 ","1,468 ","1,627 ","1,824 ","2,015 ","2,204 ","2,471 ","2,767 "
N,N16,N1602,"2,288 ",Y,N,18 ,56 ,108 ,177 ,241 ,312 ,350 ,424 ,471 ,516 ,567 ,636 ,694 ,741 ,798 
N,N17,N1701,"1,539 ",N,N,26 ,68 ,158 ,219 ,278 ,336 ,426 ,475 ,513 ,553 ,608 ,638 ,676 ,709 ,746 
N,N17,N1702,"1,696 ",N,N,7 ,40 ,98 ,154 ,222 ,302 ,356 ,410 ,474 ,511 ,566 ,622 ,667 ,738 ,815 
N,N17,N1703,"2,283 ",Y,N,42 ,164 ,245 ,318 ,400 ,459 ,535 ,588 ,654 ,692 ,789 ,858 ,925 ,981 ,"1,040 "
N,N17,N1704,"2,327 ",N,N,65 ,133 ,248 ,344 ,419 ,505 ,578 ,654 ,715 ,768 ,853 ,903 ,957 ,"1,029 ","1,108 "
N,N17,N1705,563 ,N,N,19 ,35 ,62 ,89 ,115 ,137 ,151 ,156 ,167 ,186 ,211 ,219 ,236 ,253 ,269 
P,P01,P0101,"6,263 ",Y,N,44 ,195 ,345 ,531 ,677 ,811 ,937 ,"1,114 ","1,287 ","1,429 ","1,590 ","1,734 ","1,883 ","1,997 ","2,095 "
P,P02,P0201,"7,130 ",Y,N,62 ,192 ,343 ,562 ,783 ,954 ,"1,166 ","1,404 ","1,630 ","1,823 ","2,017 ","2,187 ","2,383 ","2,635 ","2,829 "
P,P04,P0401,"9,608 ",Y,N,90 ,288 ,518 ,768 ,"1,006 ","1,208 ","1,420 ","1,604 ","1,814 ","2,014 ","2,266 ","2,529 ","2,734 ","2,952 ","3,189 "
P,P05,P0501,"11,053 ",Y,N,82 ,321 ,609 ,844 ,"1,085 ","1,347 ","1,606 ","1,878 ","2,153 ","2,400 ","2,670 ","2,987 ","3,267 ","3,678 ","4,071 "
P,P06,P0601,"11,838 ",Y,N,122 ,410 ,816 ,"1,267 ","1,685 ","2,015 ","2,520 ","2,862 ","3,317 ","3,683 ","4,097 ","4,543 ","4,950 ","5,384 ","5,894 "
P,P07,P0701,"9,061 ",Y,N,184 ,487 ,841 ,"1,136 ","1,440 ","1,704 ","1,987 ","2,239 ","2,517 ","2,781 ","3,090 ","3,404 ","3,668 ","3,952 ","4,281 "
P,P11,P1101,"11,232 ",Y,N,185 ,444 ,809 ,"1,179 ","1,500 ","1,809 ","2,103 ","2,397 ","2,744 ","2,992 ","3,424 ","3,722 ","4,028 ","4,409 ","4,764 "
P,P12,P1201,"6,804 ",Y,N,67 ,189 ,355 ,508 ,714 ,849 ,"1,022 ","1,204 ","1,334 ","1,516 ","1,711 ","1,859 ","2,033 ","2,243 ","2,472 "
P,P12,P1202,"1,702 ",N,N,11 ,48 ,84 ,156 ,200 ,231 ,280 ,338 ,391 ,450 ,502 ,549 ,616 ,672 ,710 
P,P13,P1301,452 ,N,N,18 ,38 ,51 ,62 ,74 ,90 ,103 ,116 ,131 ,140 ,174 ,189 ,206 ,216 ,226 
P,P13,P1302,"5,337 ",N,N,130 ,313 ,538 ,803 ,"1,055 ","1,213 ","1,443 ","1,642 ","1,819 ","1,998 ","2,200 ","2,336 ","2,489 ","2,651 ","2,855 "
P,P13,P1303,"2,314 ",Y,N,25 ,65 ,118 ,180 ,237 ,294 ,370 ,419 ,492 ,537 ,624 ,685 ,733 ,791 ,883 
P,P13,P1304,"1,308 ",N,N,37 ,86 ,147 ,214 ,268 ,337 ,396 ,454 ,500 ,547 ,618 ,669 ,725 ,771 ,807 
P,P14,P1401,"10,313 ",Y,N,103 ,287 ,517 ,783 ,"1,027 ","1,262 ","1,472 ","1,737 ","1,971 ","2,154 ","2,504 ","2,772 ","3,072 ","3,455 ","3,699 "
P,P15,P1501,"10,958 ",Y,N,88 ,312 ,616 ,948 ,"1,254 ","1,482 ","1,800 ","2,081 ","2,366 ","2,588 ","2,886 ","3,193 ","3,475 ","3,810 ","4,027 "
P,P16,P1601,"6,897 ",Y,N,72 ,238 ,422 ,642 ,862 ,"1,106 ","1,378 ","1,635 ","1,870 ","2,137 ","2,392 ","2,627 ","2,829 ","3,078 ","3,276 "
P,P18,P1801,"2,331 ",N,N,26 ,110 ,180 ,242 ,295 ,363 ,430 ,475 ,529 ,598 ,659 ,732 ,803 ,877 ,935 
P,P18,P1802,"4,492 ",Y,N,73 ,167 ,287 ,421 ,561 ,645 ,768 ,881 ,969 ,"1,073 ","1,212 ","1,306 ","1,388 ","1,527 ","1,672 "
P,P19,P1901,"4,804 ",Y,N,41 ,155 ,285 ,418 ,596 ,745 ,864 ,972 ,"1,073 ","1,184 ","1,303 ","1,381 ","1,457 ","1,594 ","1,718 "
P,P19,P1902,142 ,N,Y,3 ,11 ,19 ,21 ,27 ,31 ,36 ,36 ,36 ,39 ,53 ,57 ,57 ,57 ,58 
P,P19,P1903,497 ,N,N,52 ,131 ,180 ,201 ,235 ,308 ,316 ,354 ,368 ,388 ,397 ,406 ,411 ,412 ,412 
Q,Q03,Q0301,"4,131 ",Y,N,71 ,162 ,256 ,396 ,514 ,617 ,723 ,821 ,927 ,999 ,"1,070 ","1,134 ","1,216 ","1,272 ","1,346 "
Q,Q06,Q0601,"8,614 ",Y,N,62 ,252 ,482 ,727 ,"1,001 ","1,295 ","1,563 ","1,808 ","2,036 ","2,355 ","2,606 ","2,825 ","3,087 ","3,393 ","3,768 "
Q,Q08,Q0801,"7,521 ",Y,N,112 ,306 ,595 ,876 ,"1,130 ","1,323 ","1,533 ","1,791 ","2,090 ","2,351 ","2,657 ","2,920 ","3,201 ","3,555 ","3,854 "
Q,Q09,Q0901,"8,973 ",Y,N,61 ,153 ,345 ,584 ,794 ,967 ,"1,192 ","1,433 ","1,655 ","1,911 ","2,163 ","2,413 ","2,665 ","2,931 ","3,262 "
Q,Q10,Q1001,"8,226 ",Y,N,46 ,141 ,435 ,543 ,793 ,"1,009 ","1,233 ","1,459 ","1,709 ","1,941 ","2,186 ","2,425 ","2,617 ","2,911 ","3,158 "
Q,Q11,Q1101,"7,995 ",Y,N,58 ,209 ,357 ,595 ,827 ,"1,013 ","1,248 ","1,498 ","1,732 ","2,002 ","2,264 ","2,530 ","2,730 ","2,988 ","3,275 "
Q,Q12,Q1201,"11,032 ",Y,N,94 ,275 ,544 ,813 ,"1,103 ","1,366 ","1,688 ","1,959 ","2,242 ","2,560 ","2,892 ","3,155 ","3,442 ","3,753 ","4,040 "
Q,Q13,Q1301,"2,001 ",Y,N,38 ,82 ,155 ,263 ,303 ,356 ,400 ,452 ,509 ,564 ,624 ,689 ,743 ,803 ,857 
Q,Q13,Q1302,"3,648 ",N,N,39 ,140 ,295 ,424 ,539 ,640 ,766 ,868 ,960 ,"1,074 ","1,205 ","1,298 ","1,389 ","1,500 ","1,636 "
Q,Q13,Q1303,"4,876 ",N,N,27 ,68 ,141 ,277 ,390 ,519 ,690 ,792 ,919 ,"1,097 ","1,212 ","1,344 ","1,484 ","1,662 ","1,884 "
Q,Q14,Q1401,"10,905 ",Y,N,106 ,281 ,547 ,941 ,"1,220 ","1,541 ","1,828 ","2,116 ","2,411 ","2,709 ","3,054 ","3,372 ","3,700 ","4,043 ","4,426 "
Q,Q15,Q1501,"11,072 ",Y,N,66 ,230 ,434 ,659 ,920 ,"1,157 ","1,365 ","1,577 ","1,791 ","2,086 ","2,321 ","2,574 ","2,806 ","3,071 ","3,345 "
Q,Q16,Q1601,"10,628 ",Y,N,95 ,275 ,578 ,910 ,"1,269 ","1,590 ","1,873 ","2,179 ","2,489 ","2,744 ","3,075 ","3,327 ","3,607 ","3,926 ","4,283 "
Q,Q17,Q1701,"9,252 ",Y,N,84 ,228 ,492 ,785 ,"1,159 ","1,456 ","1,764 ","2,064 ","2,405 ","2,703 ","2,998 ","3,227 ","3,496 ","3,775 ","4,084 "
Q,Q18,Q1801,"11,956 ",Y,N,142 ,451 ,818 ,"1,231 ","1,554 ","1,868 ","2,255 ","2,514 ","2,910 ","3,277 ","3,686 ","3,989 ","4,341 ","4,705 ","5,085 "
Q,Q19,Q1901,"11,115 ",Y,N,98 ,321 ,617 ,955 ,"1,221 ","1,453 ","1,710 ","1,978 ","2,239 ","2,486 ","2,814 ","3,093 ","3,409 ","3,742 ","4,058 "
Q,Q21,Q2101,"11,152 ",Y,N,123 ,374 ,671 ,"1,020 ","1,277 ","1,544 ","1,823 ","2,071 ","2,317 ","2,545 ","2,844 ","3,099 ","3,384 ","3,649 ","3,854 "
Q,Q22,Q2201,"11,075 ",Y,N,165 ,456 ,847 ,"1,248 ","1,644 ","1,957 ","2,334 ","2,618 ","2,970 ","3,379 ","3,766 ","4,086 ","4,489 ","4,989 ","5,489 "
Q,Q23,Q2301,"10,613 ",Y,N,147 ,362 ,622 ,947 ,"1,283 ","1,526 ","1,828 ","2,147 ","2,398 ","2,712 ","3,087 ","3,404 ","3,684 ","4,085 ","4,539 "
Q,Q24,Q2401,"2,953 ",N,N,45 ,115 ,242 ,395 ,553 ,728 ,887 ,"1,020 ","1,183 ","1,341 ","1,491 ","1,632 ","1,774 ","1,959 ","2,117 "
Q,Q24,Q2402,"2,357 ",Y,N,22 ,60 ,128 ,182 ,256 ,338 ,420 ,494 ,607 ,687 ,823 ,883 ,982 ,"1,107 ","1,228 "
R,R01,R0101,"6,577 ",Y,N,30 ,112 ,263 ,439 ,654 ,792 ,"1,001 ","1,193 ","1,334 ","1,516 ","1,685 ","1,810 ","1,981 ","2,132 ","2,291 "
R,R01,R0102,"1,189 ",N,N,12 ,37 ,60 ,101 ,145 ,178 ,221 ,282 ,321 ,345 ,395 ,439 ,469 ,535 ,596 
R,R01,R0103,"1,651 ",N,N,18 ,58 ,92 ,144 ,202 ,234 ,279 ,334 ,381 ,423 ,485 ,536 ,584 ,638 ,701 
R,R02,R0201,"6,776 ",Y,N,37 ,153 ,355 ,621 ,797 ,959 ,"1,116 ","1,253 ","1,439 ","1,620 ","1,783 ","1,917 ","2,087 ","2,221 ","2,406 "
R,R04,R0401,"8,347 ",Y,N,112 ,354 ,728 ,"1,166 ","1,502 ","1,809 ","2,152 ","2,477 ","2,851 ","3,114 ","3,487 ","3,763 ","4,039 ","4,387 ","4,703 "
R,R05,R0501,"7,985 ",Y,N,102 ,308 ,560 ,827 ,"1,129 ","1,385 ","1,634 ","1,854 ","2,110 ","2,341 ","2,610 ","2,873 ","3,129 ","3,416 ","3,712 "
R,R07,R0701,"9,608 ",Y,N,120 ,387 ,745 ,"1,047 ","1,252 ","1,401 ","1,605 ","1,805 ","2,065 ","2,297 ","2,539 ","2,721 ","2,933 ","3,128 ","3,309 "
R,R08,R0801,"11,851 ",Y,N,167 ,498 ,879 ,"1,286 ","1,630 ","2,091 ","2,172 ","2,465 ","2,736 ","3,011 ","3,374 ","3,628 ","3,865 ","4,143 ","4,403 "
R,R09,R0901,"8,627 ",Y,N,158 ,402 ,765 ,"1,129 ","1,502 ","1,889 ","2,251 ","2,422 ","2,712 ","3,012 ","3,320 ","3,564 ","3,844 ","4,104 ","4,372 "
R,R10,R1001,"8,340 ",Y,N,173 ,402 ,776 ,"1,107 ","1,391 ","1,634 ","1,948 ","2,174 ","2,448 ","2,683 ","3,007 ","3,212 ","3,419 ","3,669 ","3,854 "
R,R11,R1101,"6,394 ",N,N,54 ,266 ,498 ,796 ,"1,009 ","1,188 ","1,367 ","1,536 ","1,704 ","1,900 ","2,096 ","2,284 ","2,464 ","2,672 ","2,865 "
R,R11,R1102,"2,751 ",Y,N,17 ,54 ,94 ,137 ,183 ,252 ,323 ,398 ,466 ,508 ,580 ,631 ,703 ,763 ,834 
R,R12,R1201,"8,918 ",Y,N,77 ,203 ,395 ,647 ,871 ,"1,021 ","1,228 ","1,402 ","1,625 ","1,811 ","2,040 ","2,251 ","2,449 ","2,708 ","2,927 "
R,R13,R1301,"9,333 ",Y,N,158 ,427 ,726 ,"1,079 ","1,410 ","1,689 ","2,003 ","2,256 ","2,534 ","2,851 ","3,168 ","3,470 ","3,743 ","4,095 ","4,523 "
R,R15,R1501,"10,029 ",Y,N,43 ,233 ,418 ,667 ,907 ,"1,103 ","1,281 ","1,522 ","1,723 ","1,933 ","2,222 ","2,446 ","2,697 ","2,992 ","3,248 "
R,R15,R1502,"1,593 ",N,N,12 ,52 ,85 ,131 ,166 ,190 ,245 ,280 ,318 ,342 ,398 ,435 ,477 ,554 ,609 
R,R16,R1601,"9,091 ",Y,N,64 ,192 ,389 ,599 ,757 ,896 ,"1,041 ","1,203 ","1,374 ","1,558 ","1,741 ","1,876 ","2,009 ","2,150 ","2,272 "
R,R17,R1701,"10,155 ",Y,N,98 ,286 ,530 ,801 ,"1,028 ","1,236 ","1,450 ","1,703 ","1,885 ","2,097 ","2,380 ","2,606 ","2,811 ","3,107 ","3,374 "
R,R18,R1801,"11,205 ",Y,N,242 ,643 ,"1,066 ","1,608 ","1,997 ","2,304 ","2,708 ","3,059 ","3,449 ","3,846 ","4,187 ","4,547 ","4,949 ","5,297 ","5,660 "
R,R18,R1802,"1,868 ",N,N,21 ,54 ,79 ,130 ,173 ,211 ,261 ,300 ,343 ,387 ,437 ,500 ,538 ,602 ,651 
R,R19,R1901,"3,869 ",Y,N,44 ,116 ,189 ,264 ,347 ,409 ,492 ,576 ,660 ,739 ,822 ,879 ,951 ,"1,028 ","1,118 "
R,R19,R1902,"5,480 ",N,N,36 ,101 ,210 ,333 ,445 ,547 ,667 ,758 ,842 ,954 ,"1,100 ","1,233 ","1,354 ","1,507 ","1,724 "
R,R20,R2001,"7,547 ",Y,N,70 ,215 ,492 ,749 ,988 ,"1,156 ","1,406 ","1,616 ","1,842 ","2,023 ","2,298 ","2,496 ","2,684 ","2,904 ","3,146 "
R,R21,R2101,"7,008 ",Y,N,43 ,119 ,252 ,428 ,617 ,809 ,972 ,"1,141 ","1,337 ","1,508 ","1,721 ","1,905 ","2,063 ","2,265 ","2,494 "
R,R23,R2301,"8,939 ",Y,N,91 ,275 ,502 ,759 ,969 ,"1,144 ","1,381 ","1,577 ","1,810 ","2,017 ","2,294 ","2,541 ","2,817 ","3,118 ","3,435 "
R,R23,R2302,"2,124 ",N,N,24 ,67 ,117 ,180 ,254 ,325 ,385 ,435 ,491 ,536 ,615 ,678 ,716 ,783 ,844 
R,R24,R2401,"10,995 ",Y,N,96 ,292 ,577 ,913 ,"1,211 ","1,461 ","1,731 ","2,038 ","2,355 ","2,688 ","3,036 ","3,302 ","3,581 ","3,888 ","4,267 "
R,R25,R2501,"9,864 ",Y,N,81 ,202 ,364 ,643 ,941 ,"1,231 ","1,457 ","1,725 ","2,000 ","2,213 ","2,565 ","2,831 ","3,067 ","3,375 ","3,678 "
R,R26,R2601,"10,627 ",Y,N,139 ,442 ,843 ,"1,160 ","1,510 ","1,803 ","2,137 ","2,465 ","2,790 ","3,187 ","3,571 ","3,895 ","4,262 ","4,675 ","5,133 "
R,R28,R2801,"6,657 ",Y,N,73 ,295 ,530 ,730 ,916 ,"1,143 ","1,323 ","1,486 ","1,663 ","1,902 ","2,185 ","2,417 ","2,664 ","2,942 ","3,262 "
R,R28,R2802,"3,245 ",N,N,19 ,40 ,102 ,158 ,221 ,288 ,346 ,408 ,473 ,556 ,627 ,684 ,777 ,883 ,"1,010 "
R,R29,R2901,"11,240 ",Y,N,139 ,373 ,722 ,"1,091 ","1,448 ","1,695 ","2,016 ","2,307 ","2,611 ","2,988 ","3,387 ","3,764 ","4,149 ","4,578 ","5,025 "
R,R30,R3001,"7,571 ",N,N,54 ,165 ,361 ,551 ,758 ,904 ,"1,113 ","1,294 ","1,490 ","1,698 ","1,935 ","2,094 ","2,271 ","2,486 ","2,689 "
R,R30,R3002,"7,849 ",Y,N,80 ,232 ,430 ,697 ,921 ,"1,100 ","1,308 ","1,482 ","1,676 ","1,889 ","2,123 ","2,304 ","2,506 ","2,727 ","2,944 "
R,R31,R3101,"10,325 ",Y,N,70 ,245 ,510 ,816 ,"1,108 ","1,391 ","1,644 ","1,928 ","2,276 ","2,591 ","2,970 ","3,255 ","3,545 ","3,939 ","4,442 "
R,R32,R3201,"8,155 ",Y,N,124 ,304 ,600 ,891 ,"1,172 ","1,465 ","1,787 ","2,062 ","2,314 ","2,571 ","2,854 ","3,152 ","3,409 ","3,692 ","4,017 "
R,R32,R3202,289 ,N,N,14 ,31 ,56 ,71 ,77 ,84 ,99 ,116 ,133 ,139 ,151 ,162 ,172 ,176 ,186 
R,R33,R3301,"8,467 ",Y,N,78 ,223 ,457 ,733 ,989 ,"1,275 ","1,529 ","1,768 ","2,032 ","2,302 ","2,585 ","2,876 ","3,094 ","3,344 ","3,671 "
R,R34,R3401,"5,376 ",N,N,45 ,163 ,347 ,526 ,720 ,927 ,"1,112 ","1,325 ","1,548 ","1,743 ","2,005 ","2,206 ","2,409 ","2,715 ","2,966 "
R,R34,R3402,"2,455 ",Y,N,17 ,69 ,138 ,242 ,313 ,362 ,449 ,506 ,608 ,686 ,770 ,847 ,900 ,"1,004 ","1,096 "
R,R34,R3403,"1,608 ",N,N,69 ,135 ,184 ,263 ,326 ,391 ,426 ,465 ,513 ,567 ,630 ,686 ,744 ,811 ,855 
R,R35,R3501,"7,185 ",Y,N,79 ,288 ,529 ,784 ,"1,056 ","1,250 ","1,507 ","1,721 ","1,960 ","2,221 ","2,456 ","2,651 ","2,840 ","3,088 ","3,351 "
S,S01,S0101,"7,101 ",Y,N,105 ,278 ,548 ,810 ,"1,097 ","1,290 ","1,497 ","1,737 ","1,899 ","2,091 ","2,321 ","2,458 ","2,667 ","2,915 ","3,112 "
S,S01,S0102,"3,875 ",N,N,57 ,170 ,298 ,426 ,519 ,588 ,687 ,770 ,910 ,995 ,"1,134 ","1,220 ","1,301 ","1,397 ","1,517 "
S,S02,S0201,"11,038 ",Y,N,197 ,644 ,"1,028 ","1,607 ","1,939 ","2,255 ","2,708 ","3,034 ","3,362 ","3,606 ","4,083 ","4,373 ","4,707 ","5,070 ","5,400 "
S,S03,S0301,"7,247 ",Y,N,104 ,267 ,535 ,767 ,982 ,"1,194 ","1,386 ","1,583 ","1,799 ","1,963 ","2,148 ","2,349 ","2,582 ","2,764 ","2,998 "
S,S04,S0401,"8,668 ",Y,N,143 ,403 ,792 ,"1,099 ","1,395 ","1,668 ","1,952 ","2,233 ","2,540 ","2,872 ","3,154 ","3,399 ","3,640 ","3,880 ","4,091 "
S,S05,S0501,"6,849 ",Y,N,61 ,170 ,347 ,542 ,722 ,882 ,"1,050 ","1,211 ","1,395 ","1,549 ","1,808 ","2,000 ","2,234 ","2,482 ","2,718 "
S,S06,S0601,"4,574 ",Y,N,82 ,206 ,358 ,530 ,666 ,764 ,869 ,983 ,"1,090 ","1,230 ","1,371 ","1,511 ","1,643 ","1,792 ","1,932 "
S,S07,S0701,"11,293 ",Y,N,103 ,400 ,826 ,"1,229 ","1,590 ","1,919 ","2,222 ","2,523 ","2,854 ","3,096 ","3,453 ","3,741 ","4,025 ","4,306 ","4,679 "
S,S08,S0801,"10,191 ",Y,N,129 ,453 ,911 ,"1,291 ","1,625 ","1,915 ","2,199 ","2,507 ","2,855 ","3,115 ","3,456 ","3,745 ","4,060 ","4,356 ","4,706 "
S,S09,S0901,"11,897 ",Y,N,218 ,617 ,"1,057 ","1,539 ","1,973 ","2,356 ","2,784 ","3,116 ","3,514 ","3,871 ","4,298 ","4,647 ","4,990 ","5,378 ","5,779 "
S,S10,S1001,"7,835 ",Y,N,136 ,406 ,709 ,"1,042 ","1,291 ","1,569 ","1,790 ","1,998 ","2,258 ","2,471 ","2,740 ","3,003 ","3,225 ","3,368 ","3,629 "
S,S11,S1101,"8,550 ",Y,N,50 ,214 ,503 ,765 ,"1,024 ","1,220 ","1,466 ","1,694 ","1,942 ","2,157 ","2,401 ","2,652 ","2,878 ","3,112 ","3,336 "
S,S12,S1201,"11,464 ",Y,N,141 ,470 ,849 ,"1,221 ","1,520 ","1,764 ","2,006 ","2,281 ","2,607 ","2,877 ","3,234 ","3,530 ","3,832 ","4,148 ","4,408 "
S,S14,S1401,"7,259 ",Y,N,55 ,295 ,621 ,954 ,"1,319 ","1,497 ","1,798 ","2,041 ","2,317 ","2,532 ","2,839 ","3,118 ","3,376 ","3,613 ","3,870 "
S,S15,S1501,"8,070 ",Y,N,52 ,227 ,468 ,718 ,978 ,"1,194 ","1,364 ","1,542 ","1,662 ","1,800 ","2,009 ","2,172 ","2,340 ","2,507 ","2,708 "
S,S16,S1601,"8,650 ",Y,N,138 ,388 ,712 ,"1,067 ","1,417 ","1,702 ","2,018 ","2,345 ","2,641 ","2,876 ","3,208 ","3,488 ","3,746 ","4,011 ","4,269 "
S,S18,S1801,"11,066 ",Y,N,129 ,441 ,851 ,"1,314 ","1,668 ","1,949 ","2,320 ","2,533 ","2,900 ","3,215 ","3,508 ","3,790 ","4,062 ","4,313 ","4,655 "
S,S19,S1901,"11,586 ",Y,N,111 ,303 ,563 ,837 ,"1,105 ","1,328 ","1,598 ","1,861 ","2,125 ","2,423 ","2,715 ","2,997 ","3,275 ","3,629 ","4,008 "
S,S20,S2001,"9,283 ",Y,N,96 ,281 ,509 ,835 ,"1,074 ","1,314 ","1,563 ","1,846 ","2,119 ","2,299 ","2,653 ","2,890 ","3,163 ","3,456 ","3,715 "
